date_id,predicted_rows,update_source_date_id,update_rows,forgetting_factor,update_before_prediction,update_is_strictly_past,fold,strategy,posterior_leverage_mean,posterior_leverage_max,risk_disagreement_mean,risk_abs_pred_mean,risk_weight_mean
1529,755,1528,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,4.445910858235796e-7,6.980864904007706e-6,0.0,0.030961813468698134,0.0
1530,716,1529,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,4.777922126874762e-7,7.761407759298188e-6,0.0,0.03107351639919996,0.0
1531,755,1530,716,0.995,true,true,rw_03,gateway_risk_conservative_rls,5.804853016689201e-7,0.000016384740205480623,0.0,0.03564331710616025,0.0
1532,717,1531,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.821197829275552e-7,0.0000318459618567842,0.0,0.037597575441845096,0.0
1533,755,1532,717,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.250575287861391e-7,0.000014662651421011159,0.0,0.03918204331215155,0.0
1534,755,1533,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,9.330851983781754e-7,0.00006690466250211996,0.0,0.04805583211803471,0.0
1535,755,1534,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,9.113809854897231e-7,0.00003118773265553636,0.0,0.05056824895744981,0.0
1536,755,1535,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,7.080382693056401e-7,0.00001266234085190858,0.0,0.03858767750945623,0.0
1537,755,1536,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,4.338520214421535e-6,0.0007052268699229995,0.0,0.03179774036346463,0.0
1538,755,1537,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,2.051783991585779e-6,0.0003056943199562682,0.0,0.04527507278541445,0.0
1539,755,1538,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.0111800500842986e-6,0.000017691497105582986,0.0,0.04086965006630746,0.0
1540,716,1539,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.1830260115593725e-6,0.00020213535213991438,0.0,0.03383304097632472,0.0
1541,755,1540,716,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.5314943428148301e-6,0.00008996200335429082,0.0,0.05447180264447454,0.0
1542,600,1541,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,2.482382552393299e-6,0.00011411223270501569,0.0,0.047174111410579846,0.0
1543,755,1542,600,0.995,true,true,rw_03,gateway_risk_conservative_rls,7.517188736490762e-7,0.000014627727274713667,0.0,0.04482629866480034,0.0
1544,755,1543,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,2.6351026619791165e-6,0.00023928533378166994,0.0,0.07995238162241688,0.0
1545,755,1544,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.6584350614763977e-6,0.0003520289811833282,0.0,0.05288007730274732,0.0
1546,736,1545,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.123508022260959e-7,0.000011022995179489913,0.0,0.03896137640216581,0.0
1547,755,1546,736,0.995,true,true,rw_03,gateway_risk_conservative_rls,8.013568269211097e-7,0.000049954527046069185,0.0,0.04351866720295025,0.0
1548,755,1547,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.725469602558076e-7,0.00004116651341814556,0.0,0.038417941204929786,0.0
1549,736,1548,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,7.326747607559973e-7,0.000028288842765188613,0.0,0.03470717824508219,0.0
1550,716,1549,736,0.995,true,true,rw_03,gateway_risk_conservative_rls,2.0769893644500664e-6,0.0008258189662472442,0.0,0.03640486444467163,0.0
1551,639,1550,716,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.2530584184563086e-6,0.00003178845631960151,0.0,0.03299526434291124,0.0
1552,755,1551,639,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.3777851183665533e-6,0.00017699851736851618,0.0,0.035192249141242596,0.0
1553,755,1552,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.15601466080389e-7,8.31116633246852e-6,0.0,0.03790747764999668,0.0
1554,736,1553,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.0941427512726743e-6,0.00006450417712317365,0.0,0.0451664785611464,0.0
1555,697,1554,736,0.995,true,true,rw_03,gateway_risk_conservative_rls,7.386435151760447e-7,0.000025573951281968664,0.0,0.03508985527622143,0.0
1556,755,1555,697,0.995,true,true,rw_03,gateway_risk_conservative_rls,8.390171495818784e-7,0.000031389395969408406,0.0,0.029352066799164512,0.0
1557,755,1556,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.2929510418807308e-6,0.00006230662859372936,0.0,0.031787922858084176,0.0
1558,755,1557,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.1411817668933467e-6,0.000043199878468045354,0.0,0.02780946212372575,0.0
1559,755,1558,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,8.669276153126788e-7,0.00005054134805163678,0.0,0.026640308702680724,0.0
1560,755,1559,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,6.757034830800126e-7,0.00003292160760813231,0.0,0.0264752489670042,0.0
1561,736,1560,755,0.995,true,true,rw_03,gateway_risk_conservative_rls,1.4869045372735257e-6,0.0001362112575637616,0.0,0.03613327844848182,0.0
