feature,transform,alpha,train_r2,valid_r2,train_corr,valid_corr,train_tail_low_mean,train_tail_high_mean,train_tail_spread,valid_tail_low_mean,valid_tail_high_mean,valid_tail_spread,train_binned_mi,valid_binned_mi
feature_36,z,-0.02981445581263917,0.0012150620349083985,0.0015778120610383528,-0.034871944478877814,-0.04017764267158971,0.05905990457984311,-0.049001802911006524,-0.10806170749084963,0.1406351151360232,-0.034421991756551376,-0.1750571068925746,0.005291332355191256,0.007489412011251692
feature_36,rank,-0.10563627146309708,0.0012942785586042005,0.0012496190274635666,-0.03598650409697301,-0.035372171280116445,0.05905990457984311,-0.049001802911006524,-0.10806170749084963,0.1406351151360232,-0.034421991756551376,-0.1750571068925746,0.005291332355191256,0.0074932751598497304
feature_04,z,-0.02540728538267369,0.0009394277334845436,0.001228651394190594,-0.030639532417803268,-0.03532860052536801,0.036088367843427775,-0.01494327801891057,-0.05103164586233835,0.10752806187191133,-0.029242694781456007,-0.13677075665336733,0.004654796059800322,0.007769719667254146
feature_04,rank,-0.09444066517367619,0.001075676418620275,0.001074863605203591,-0.03278700223784836,-0.032840198945760464,0.036088367843427775,-0.01494327801891057,-0.05103164586233835,0.10752806187191133,-0.029242694781456007,-0.13677075665336733,0.004654796059800322,0.007770903077157346
feature_06,sign,-0.02890607239647053,0.0011932576361154412,0.0009694255613225122,-0.03476111288378915,-0.031140761985939895,0.01959762328792744,-0.038586470266641776,-0.058184093554569216,0.028881639546726214,-0.02669753277131804,-0.055579172318044254,0.0011486735400754611,0.00090020772673908
feature_06,rank,-0.12602100626399393,0.0018503227994715044,0.0009683270948246392,-0.043016017623474685,-0.03305106922834158,0.07863042943186221,-0.08464137337034734,-0.16327180280220954,0.06771327008329159,-0.034010541779360706,-0.1017238118626523,0.0064578959600702585,0.007532134829522176
feature_36,signed_tail05,-0.05404764230916781,0.00038896255239673216,0.0007892872468979739,-0.0197341377464495,-0.029885717849524603,0.05905990457984311,-0.049001802911006524,-0.10806170749084963,0.12433575677224896,-0.040099195061697096,-0.16443495183394607,0.00189501515736189,0.0029542169733960027
feature_04,sign,-0.02411552321007317,0.0008305187234857181,0.0007760245583119385,-0.02879818829779354,-0.02792557297484064,0.015222682618919355,-0.03297136257781668,-0.048194045196736035,0.02707761181694432,-0.022777361047965607,-0.049854972864909926,0.0009935578350153888,0.001022741613504766
feature_36,sign,-0.024044931237860785,0.0008256635814234414,0.0007492535131667921,-0.028711966003041895,-0.027373865906191907,0.015154604136333199,-0.032895165510364505,-0.0480497696466977,0.025862509283037613,-0.022989199741378506,-0.048851709024416115,0.0007711416354996008,0.000571939149143679
feature_36,bottom05_indicator,0.05905990457984311,0.00023300066905107553,0.0007397653404207505,0.01799793418790964,0.032444615776374176,-0.012260606844061063,0.05905990457984311,0.07132051142390416,-0.005354275716207549,0.12433575677224896,0.1296900324884565,0.0,0.0
