clock_bucket,_simplex_rows,_simplex_weight_ridge_calibrated_prediction,_simplex_weight_xgboost_prediction,_simplex_weight_lightgbm_prediction,fold,clock
0,732544,1.0,0.0,0.0,otf_01,batch_missing
9,18624,1.0,0.0,0.0,otf_01,batch_missing
9,18360,0.9756691289496876,0.024330871050312355,0.0,otf_02,batch_missing
0,722160,0.9134057479683608,0.06893000350711305,0.017664248524526065,otf_02,batch_missing
