fold,clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
otf_02,batch_missing,clock_weight_delta_blend,q50_q90,174240,452506.0334863663,220949.95229972005,221346.52114485338,0.001791619958977364
otf_02,batch_missing,clock_weight_delta_blend,q90_q99,27104,108703.32953453064,36185.59734609938,36286.33256511502,0.0027761201503314625
otf_02,batch_missing,clock_weight_delta_blend,q99_q100,3872,21331.52445602417,11158.708701931097,11231.27257488103,0.006460877203908644
otf_02,batch_missing,clock_weight_shrink,q00_q50,171336,216299.14267969131,141352.58569022443,141727.5122617768,0.002645404308373678
otf_02,batch_missing,clock_weight_shrink,q50_q90,174240,452506.0334863663,220941.19651894257,221346.52114485338,0.001831176852540417
otf_02,batch_missing,clock_weight_shrink,q90_q99,27104,108703.32953453064,36157.46188021982,36286.33256511502,0.0035514937935364754
otf_02,batch_missing,clock_weight_shrink,q99_q100,3872,21331.52445602417,11173.90241673789,11231.27257488103,0.005108072817273546
otf_02,batch_missing,clock_weight_abs_shrink,q00_q50,171336,216299.14267969131,141356.26722654884,141727.5122617768,0.002619428149858938
otf_02,batch_missing,clock_weight_abs_shrink,q50_q90,174240,452506.0334863663,220905.17447179384,221346.52114485338,0.0019939173689145218
otf_02,batch_missing,clock_weight_abs_shrink,q90_q99,27104,108703.32953453064,36174.98481316431,36286.33256511502,0.0030685865470395646
otf_02,batch_missing,clock_weight_abs_shrink,q99_q100,3872,21331.52445602417,11166.249701394643,11231.27257488103,0.005789448439868838
otf_02,batch_missing,clock_weight_disagreement_shrink,q00_q50,171336,216299.14267969131,141365.771292607,141727.5122617768,0.0025523694263513974
otf_02,batch_missing,clock_weight_disagreement_shrink,q50_q90,174240,452506.0334863663,220916.60314980708,221346.52114485338,0.0019422848519266012
otf_02,batch_missing,clock_weight_disagreement_shrink,q90_q99,27104,108703.32953453064,36161.87378110643,36286.33256511502,0.0034299080455501008
otf_02,batch_missing,clock_weight_disagreement_shrink,q99_q100,3872,21331.52445602417,11172.916360660442,11231.27257488103,0.0051958683961693675
otf_02,batch_missing,selection_chosen_gate,q00_q50,171336,216299.14267969131,141352.58569022443,141727.5122617768,0.002645404308373678
otf_02,batch_missing,selection_chosen_gate,q50_q90,174240,452506.0334863663,220949.57495514257,221346.52114485338,0.0017933247274802833
