strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows
batch_missing_tail_frozen_q90_q99_q99_q100,5,0.005250349109638996,0.0013332509329172678,0.0032759459853008988,0.006659295479448435,0.005376466915640865,3704536
batch_missing_clock_simplex,5,0.005211094471629174,0.001332343936651988,0.0031299211501190083,0.006639013271820593,0.005366768089662521,3704536
base_ensemble,5,0.005169853959017456,0.001414655274273559,0.0030253391536811947,0.0066497170096402325,0.005318641374538524,3704536
