fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,clock,clock_bucket_count,tail_buckets,selection_base_r2,selection_tail_r2,selection_delta_r2,selection_min_delta,selection_passed,simplex_parameter_rows,simplex_fallback_weights,validation_rows,validation_tail_rows,validation_non_tail_rows,validation_tail_batches
otf_01,1459,1578,1579,1598,1599,1618,batch_missing,20,"q90_q99,q99_q100",0.0066497170096402325,0.006659295479448435,9.578469808202428e-6,0.0,true,2,"{""lightgbm_prediction"": 0.5357774517929919, ""ridge_calibrated_prediction"": 0.4642225482070081, ""xgboost_prediction"": 0.0}",742456,195536,546920,19360
otf_02,1479,1598,1599,1618,1619,1638,batch_missing,20,"q90_q99,q99_q100",0.004858728693310388,0.0048417362751088655,-0.00001699241820152242,0.0,false,2,"{""lightgbm_prediction"": 0.324278551758792, ""ridge_calibrated_prediction"": 0.49414880843841336, ""xgboost_prediction"": 0.1815726398027947}",737616,95832,641784,19360
otf_03,1499,1618,1619,1638,1639,1658,batch_missing,20,"q90_q99,q99_q100",0.005090648802597908,0.005196336586738348,0.00010568778414044022,0.0,true,2,"{""lightgbm_prediction"": 0.10816062201225533, ""ridge_calibrated_prediction"": 0.32089144163366895, ""xgboost_prediction"": 0.5709479363540757}",743424,27104,716320,19360
otf_04,1519,1638,1639,1658,1659,1678,batch_missing,20,"q90_q99,q99_q100",0.0030253391536811947,0.0032759459853008988,0.0002506068316197041,0.0,true,5,"{""lightgbm_prediction"": 0.3866867604881713, ""ridge_calibrated_prediction"": 0.3050916341427114, ""xgboost_prediction"": 0.3082216053691173}",740520,22264,718256,15488
otf_05,1539,1658,1659,1678,1679,1698,batch_missing,20,"q90_q99,q99_q100",0.006224836135857559,0.006278431221598435,0.000053595085740876236,0.0,true,5,"{""lightgbm_prediction"": 0.42067019626699836, ""ridge_calibrated_prediction"": 0.09743182252627018, ""xgboost_prediction"": 0.4818979812067315}",752136,22264,729872,17424
