fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,clock,strategy,kind,group_columns,selected_strategy,selected_by_selection,selection_base_r2,selection_strategy_r2,selection_strategy_delta_r2,selection_selected_delta_r2,selection_min_delta,fallback_blend_weight,fallback_alpha,parameter_rows,group_gate_parameter_rows,group_gate_active_groups,group_gate_selection_rows,group_gate_selection_active_rows,group_gate_mean_delta_r2
otf_01,1139,1258,1259,1278,1279,1298,batch_missing,clock_weight_delta_blend,blend,"clock_bucket,weight_bucket,candidate_delta_bucket",group_select_clock_weight_delta_blend,false,0.0049957964668432275,0.003957735590140787,-0.0010380608767024402,0.00005040612671325384,0.0,1.0,,48,,,,,
otf_01,1139,1258,1259,1278,1279,1298,batch_missing,group_select_clock_weight_delta_blend,group_selection,"clock_bucket,weight_bucket,candidate_delta_bucket",group_select_clock_weight_delta_blend,true,0.0049957964668432275,0.005046202593556481,0.00005040612671325384,0.00005040612671325384,0.0,,,48,48,4,747296,84438,-0.0014310336986406312
otf_02,1159,1278,1279,1298,1299,1318,batch_missing,clock_weight_delta_blend,blend,"clock_bucket,weight_bucket,candidate_delta_bucket",clock_weight_delta_blend,true,0.003328081090727242,0.004932476529367125,0.0016043954386398829,0.0016043954386398829,0.0,1.0,,72,,,,,
otf_02,1159,1278,1279,1298,1299,1318,batch_missing,group_select_clock_weight_delta_blend,group_selection,"clock_bucket,weight_bucket,candidate_delta_bucket",clock_weight_delta_blend,false,0.003328081090727242,0.004124232159907759,0.0007961510691805174,0.0016043954386398829,0.0,,,70,70,13,747296,113373,0.025901244495281625
otf_03,1179,1298,1299,1318,1319,1338,batch_missing,clock_weight_delta_blend,blend,"clock_bucket,weight_bucket,candidate_delta_bucket",clock_weight_delta_blend,true,0.004344500620662162,0.0047737164221921535,0.00042921580152999184,0.00042921580152999184,0.0,1.0,,72,,,,,
otf_03,1179,1298,1299,1318,1319,1338,batch_missing,group_select_clock_weight_delta_blend,group_selection,"clock_bucket,weight_bucket,candidate_delta_bucket",clock_weight_delta_blend,false,0.004344500620662162,0.004640309806195675,0.0002958091855335132,0.00042921580152999184,0.0,,,31,31,6,753104,351112,0.0012708650083772927
