fold,clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
otf_01,batch_missing,base_ensemble,q00_q50,335896,397701.24825429916,287648.6726395973,288780.78996741265,0.003920334617628418
otf_01,batch_missing,base_ensemble,q50_q90,325248,768731.9608316422,481820.97570431087,483875.1950357714,0.004245349529249376
otf_01,batch_missing,base_ensemble,q90_q99,74536,308595.1732902527,142387.48887221087,142057.58941972096,-0.002322293753100446
otf_01,batch_missing,base_ensemble,q99_q100,11616,70718.07759857178,37332.348839646016,36759.11719650723,-0.015594271213707378
otf_01,batch_missing,batch_missing_clock_simplex,q00_q50,335896,397701.24825429916,287647.68595179205,288780.78996741265,0.003923751353919536
otf_01,batch_missing,batch_missing_clock_simplex,q50_q90,325248,768731.9608316422,481963.113608731,483875.1950357714,0.003951600426426172
otf_01,batch_missing,batch_missing_clock_simplex,q90_q99,74536,308595.1732902527,143535.51063511698,142057.58941972096,-0.010403676575345688
otf_01,batch_missing,batch_missing_clock_simplex,q99_q100,11616,70718.07759857178,38303.89960854735,36759.11719650723,-0.04202446984191721
otf_01,batch_missing,clock_weight_delta_blend,q00_q50,335896,397701.24825429916,287623.5762776327,288780.78996741265,0.004007239158499987
otf_01,batch_missing,clock_weight_delta_blend,q50_q90,325248,768731.9608316422,481926.7598075301,483875.1950357714,0.004026730959203806
otf_01,batch_missing,clock_weight_delta_blend,q90_q99,74536,308595.1732902527,143557.74722180152,142057.58941972096,-0.010560208773135127
otf_01,batch_missing,clock_weight_delta_blend,q99_q100,11616,70718.07759857178,38299.54224067264,36759.11719650723,-0.04190593141643184
otf_01,batch_missing,group_select_clock_weight_delta_blend,q00_q50,335896,397701.24825429916,287629.8199195558,288780.78996741265,0.003985618461625262
otf_01,batch_missing,group_select_clock_weight_delta_blend,q50_q90,325248,768731.9608316422,481819.2074648426,483875.1950357714,0.004249003858891376
otf_01,batch_missing,group_select_clock_weight_delta_blend,q90_q99,74536,308595.1732902527,142355.0257600633,142057.58941972096,-0.0020937729660013282
otf_01,batch_missing,group_select_clock_weight_delta_blend,q99_q100,11616,70718.07759857178,37332.348839646016,36759.11719650723,-0.015594271213707378
otf_01,batch_missing,selection_chosen_gate,q00_q50,335896,397701.24825429916,287629.8199195558,288780.78996741265,0.003985618461625262
otf_01,batch_missing,selection_chosen_gate,q50_q90,325248,768731.9608316422,481819.2074648426,483875.1950357714,0.004249003858891376
otf_01,batch_missing,selection_chosen_gate,q90_q99,74536,308595.1732902527,142355.0257600633,142057.58941972096,-0.0020937729660013282
otf_01,batch_missing,selection_chosen_gate,q99_q100,11616,70718.07759857178,37332.348839646016,36759.11719650723,-0.015594271213707378
otf_02,batch_missing,base_ensemble,q00_q50,235224,275132.5988612175,215697.167548329,216233.21173498518,0.0024790095025418735
otf_02,batch_missing,base_ensemble,q50_q90,403656,929882.1413297653,607247.1456398444,609734.4129484079,0.004079263455930349
otf_02,batch_missing,base_ensemble,q90_q99,108416,442857.89012527466,207732.46123978499,208294.61482502572,0.0026988387852128204
otf_02,batch_missing,base_ensemble,q99_q100,5808,37889.3440284729,23035.020354765686,23433.42972259454,0.017001752306223805
otf_02,batch_missing,batch_missing_clock_simplex,q00_q50,235224,275132.5988612175,215657.24947959415,216233.21173498518,0.0026636160595761016
