strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows,selected_folds
clock_weight_delta_blend,3,0.004554642847233355,0.0005229960784603283,0.003957735590140787,0.004932476529367125,0.004618876961684837,2247696,2
batch_missing_clock_simplex,3,0.004512112844183402,0.0007142124355523995,0.0037071125043013353,0.005069791114029054,0.004596852592533507,2247696,0
group_select_clock_weight_delta_blend,3,0.004603581519886639,0.0004620812649220937,0.004124232159907759,0.005046202593556481,0.004563762648082448,2247696,1
base_ensemble,3,0.004222792726077544,0.0008404928629301895,0.003328081090727242,0.0049957964668432275,0.0041555099740178125,2247696,0
