fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,source,candidate_id,source_family,selected_candidate_id,selection_score,history_folds,uses_current_fold_for_selection
rw_01,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,2263184,3378130.25,2577969.7542222086,2620656.75,0.016288663434381956,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail/strong_base,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,,0,false
rw_02,fixed_blend_5_w0p75_fixed_blend,fixed_blend,2233176,4180669.75,4656655.5560506275,4717466.0,0.012890489078113632,nonlinear,nonlinear/fixed_blend_5_w0p75_fixed_blend,nonlinear/fixed_blend,nonlinear/fixed_blend_5_w0p75_fixed_blend,0.016328639609601403,1,false
rw_03,fixed_blend_5_w0p75_fixed_blend,fixed_blend,2229304,4319461.5,1802426.1421246482,1827235.0,0.013577267223620293,nonlinear,nonlinear/fixed_blend_5_w0p75_fixed_blend,nonlinear/fixed_blend,nonlinear/fixed_blend_5_w0p75_fixed_blend,0.014609564343857517,2,false
rw_04,gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,residual_tail,2247696,4716233.5,3068509.158849542,3110372.5,0.013459269315960753,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,tail/residual_tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,0.01426577743744839,3,false
rw_05,gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,residual_tail,2178000,4511331.5,4065388.006581176,4151853.25,0.020825698359840605,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,tail/residual_tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,0.014064150407076481,4,false
