clock,buckets,row_cv,energy_cv,energy_share_max,target_abs_mean_spread,date_bucket_energy_cv_mean
batch_activity_rank_bucket,20,0.0000550651130219846,0.17792412946374805,0.07179639741957612,0.2575458586215973,1.1915418684482575
symbol_activity_ewm_rank_bucket,20,2.238186763205399e-6,0.19861070222725583,0.06878418916274763,0.2016131579875946,0.9864113420248032
row_activity_rank_bucket,20,1.525067209652955e-6,0.199514644604824,0.06882333394678168,0.2030114233493805,0.9677013665437698
batch_weight_rank_bucket,20,0.02333102445617346,0.3670693249641143,0.09414353811405987,0.20338988304138184,0.29022100642323495
symbol_weight_cum_rank_bucket,20,1.525067209652955e-6,0.4733435515613481,0.1295432673074119,0.5441524684429169,0.9379716858267784
clock_time_bucket,20,0.03602395821107995,0.548222128043937,0.15040046666286913,0.6207515597343445,1.1061387270689012
batch_missing_rank_bucket,4,0.7648068442278642,0.7458885576132956,0.5583233520204793,0.35571038722991943,0.6783328279852867
