candidate_clock,candidate_strategy,tail_buckets,folds,validation_rows,mean_r2,std_r2,min_fold_r2,max_fold_r2,global_r2
batch_missing,clock_simplex,q99_q100,5,11028424,0.008815824990992205,0.0064355545249321685,0.004458460350927229,0.019686016478826396,0.008960479901965024
row_activity,clock_simplex,q99_q100,5,11028424,0.008807291281517115,0.0064677773493595605,0.004373187692752634,0.019723196856758052,0.008956756416269807
