fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,target_name
rw_01,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,21587,58441.39831638336,21182.954420564227,41645.48731836204,0.4913505451712079,abs_responder6
rw_01,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,21587,58441.39831638336,269156.7376858007,321389.0926681529,0.1625206211845035,sq_responder6
rw_01,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,21587,58441.39831638336,21025.386822123906,41555.73892173744,0.49404372614523007,abs_error
rw_01,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,21587,58441.39831638336,265339.9986637447,317421.6237171551,0.16407711750544995,sq_error
rw_01,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,21587,58441.39831638336,4269.186999466379,5087.046197772026,0.16077290563310487,high_error
rw_01,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,21587,58441.39831638336,21182.954420564227,41645.48731836204,0.4913505451712079,abs_responder6
rw_01,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,21587,58441.39831638336,269156.7376858007,321389.0926681529,0.1625206211845035,sq_responder6
rw_01,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,21587,58441.39831638336,20994.368507165804,41650.17174086733,0.49593560771404843,abs_error
rw_01,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,21587,58441.39831638336,264136.0441635061,316264.9143223057,0.16482659883566797,sq_error
rw_01,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,21587,58441.39831638336,4299.744739156254,5111.581677138805,0.15882303937613595,high_error
rw_02,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,21829,61418.891119003296,16547.213516542528,32352.730070129346,0.488537335777414,abs_responder6
rw_02,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,21829,61418.891119003296,164050.65788999602,190586.02141423765,0.1392303765372549,sq_responder6
rw_02,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,21829,61418.891119003296,16348.152873580606,32146.36198379986,0.4914462519329793,abs_error
rw_02,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,21829,61418.891119003296,161009.14460670803,187501.94779658376,0.14129348255420326,sq_error
rw_02,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,21829,61418.891119003296,3226.890955148887,3635.3620972037315,0.11236051076426057,high_error
rw_02,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,21829,61418.891119003296,16547.213516542528,32352.730070129346,0.488537335777414,abs_responder6
rw_02,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,21829,61418.891119003296,164050.65788999602,190586.02141423765,0.1392303765372549,sq_responder6
rw_02,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,21829,61418.891119003296,16334.844969670676,32079.243083170524,0.49079705754527936,abs_error
