clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
batch_missing,clock_weight_disagreement_shrink,q99_q100,3872,21331.52445602417,11172.916360660442,11231.27257488103,0.0051958683961693675
batch_missing,clock_weight_shrink,q00_q50,366872,462292.2883653641,281481.3034167845,283650.9440988372,0.007648981000030419
batch_missing,clock_weight_shrink,q50_q90,322344,810019.7934207916,405776.31865388283,406586.32542011817,0.0019922134995523644
batch_missing,clock_weight_shrink,q90_q99,59048,236346.1844844818,99081.44986174884,99408.65191820297,0.0032914846961547006
batch_missing,clock_weight_shrink,q99_q100,3872,21331.52445602417,11173.90241673789,11231.27257488103,0.005108072817273546
batch_missing,global_blend,q00_q50,366872,462292.2883653641,281475.3203108938,283650.9440988372,0.007670074199313426
batch_missing,global_blend,q50_q90,322344,810019.7934207916,405741.3329308544,406586.32542011817,0.002078260965591161
batch_missing,global_blend,q90_q99,59048,236346.1844844818,99106.1112847083,99408.65191820297,0.003043403442827275
batch_missing,global_blend,q99_q100,3872,21331.52445602417,11159.016371418791,11231.27257488103,0.006433483203305168
batch_missing,selection_chosen_gate,q00_q50,366872,462292.2883653641,281475.3203108938,283650.9440988372,0.007670074199313426
batch_missing,selection_chosen_gate,q50_q90,322344,810019.7934207916,405741.3329308544,406586.32542011817,0.002078260965591161
batch_missing,selection_chosen_gate,q90_q99,59048,236346.1844844818,99106.1112847083,99408.65191820297,0.003043403442827275
batch_missing,selection_chosen_gate,q99_q100,3872,21331.52445602417,11159.016371418791,11231.27257488103,0.006433483203305168
