strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows,selected_folds
clock_weight_delta_blend,3,0.003979674718585846,0.0016383529513403323,0.0020882036913177915,0.004956287536501902,0.004194295983151353,2247696,2
batch_missing_clock_simplex,3,0.003917622255541413,0.0017415462842851506,0.001906658075136125,0.004923975639370082,0.0041445487276403625,2247696,0
group_select_clock_weight_delta_blend,3,0.003903619469174502,0.002124981293290505,0.0015301481136844597,0.00562935495242578,0.003768158974483682,2247696,1
base_ensemble,3,0.003681092419768661,0.0020852073816904453,0.0014087616433184902,0.005506804366577245,0.0035284241212559797,2247696,0
