clock_bucket,_simplex_rows,_simplex_weight_ridge_calibrated_prediction,_simplex_weight_xgboost_prediction,_simplex_weight_lightgbm_prediction,fold,clock
0,729712,0.8692731328976441,0.0,0.1307268671023559,otf_01,batch_missing
9,18552,1.0,0.0,0.0,otf_01,batch_missing
9,18672,0.5053578123862795,0.0,0.4946421876137206,otf_02,batch_missing
0,734432,0.9751811296645368,0.0,0.024818870335463157,otf_02,batch_missing
