variant,tail_buckets,folds,validation_rows,mean_r2,std_r2,min_r2,max_r2,global_r2,min_delta_r2,max_delta_r2,numerator_improvement
q90_q99_only,q90_q99,5,3730672,0.0011024977056359742,0.010604919883447765,-0.017150151213420894,0.008695502474734385,0.00011012467858428909,-0.00014788995116599146,0.0025175005618649493,2490.7140197925037
q90_q100,"q90_q99,q99_q100",5,3730672,0.0009709803163358676,0.011015722773962285,-0.018076065422542476,0.008722073437774425,-0.000026194229535869695,-0.00002768199500835511,0.0015915863527433682,1894.6108934950316
q99_only,q99_q100,5,3730672,0.00043464326476057026,0.012077332178630138,-0.020593565984407425,0.008549314599596736,-0.0005957792570912002,-0.0009259142091215811,0.00014716860962837863,-596.103126297472
