fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,phase,clock,strategy,selected_by_selection,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
otf_01,1249,1308,1309,1318,1319,1328,selection,batch_missing,base_ensemble,false,377520,479626.3513671302,479565.6783208101,-0.00012651665676433055,0.02833360729860499,0.059774622982100234
otf_01,1249,1308,1309,1318,1319,1328,selection,batch_missing,batch_missing_clock_simplex,false,377520,479647.169644771,479565.6783208101,-0.00016992734810861165,0.02792381792457432,0.05918606610363594
otf_01,1249,1308,1309,1318,1319,1328,selection,batch_missing,clock_weight_abs_shrink,false,377520,479407.57593288325,479565.6783208101,0.00032967827989782705,0.02734597126725595,0.05855401404598604
otf_01,1249,1308,1309,1318,1319,1328,selection,batch_missing,group_select_clock_weight_abs_shrink,true,377520,479405.418072394,479565.6783208101,0.0003341778940003648,0.027354377157468454,0.058560263521562884
otf_01,1249,1308,1309,1318,1319,1328,validation,batch_missing,base_ensemble,false,374616,510811.3180959258,512202.1813048233,0.0027154574104981677,0.02907196390643179,0.05796525256923107
otf_01,1249,1308,1309,1318,1319,1328,validation,batch_missing,batch_missing_clock_simplex,false,374616,510846.24348736193,512202.1813048233,0.00264727068129067,0.02864759754730076,0.05731562773183664
otf_01,1249,1308,1309,1318,1319,1328,validation,batch_missing,clock_weight_abs_shrink,false,374616,510890.6901640114,512202.1813048233,0.002560495032393195,0.028212247872303493,0.05697758671778131
otf_01,1249,1308,1309,1318,1319,1328,validation,batch_missing,group_select_clock_weight_abs_shrink,true,374616,510889.51596817496,512202.1813048233,0.0025627874783827886,0.028227843514922503,0.056981981710026705
otf_01,1249,1308,1309,1318,1319,1328,validation,batch_missing,selection_chosen_gate,false,374616,510889.51596817496,512202.1813048233,0.0025627874783827886,0.028227843514922503,0.056981981710026705
otf_02,1259,1318,1319,1328,1329,1338,selection,batch_missing,base_ensemble,false,374616,510303.3482155666,512202.1813048233,0.003707194460631724,0.00395518645426911,0.03776881239353278
otf_02,1259,1318,1319,1328,1329,1338,selection,batch_missing,batch_missing_clock_simplex,false,374616,510120.4753017595,512202.1813048233,0.00406422713343535,0.003971667105970663,0.03933175535505547
otf_02,1259,1318,1319,1328,1329,1338,selection,batch_missing,clock_weight_abs_shrink,false,374616,510419.78918861627,512202.1813048233,0.0034798604560145607,0.003658417929525698,0.03657814279494968
otf_02,1259,1318,1319,1328,1329,1338,selection,batch_missing,group_select_clock_weight_abs_shrink,true,374616,510302.78492948605,512202.1813048233,0.003708294194488926,0.003945898228721284,0.03775287463996307
otf_02,1259,1318,1319,1328,1329,1338,validation,batch_missing,base_ensemble,false,372680,587449.3885542433,589001.8800541078,0.002635800584748327,0.0012316066398226299,0.04665854587745059
otf_02,1259,1318,1319,1328,1329,1338,validation,batch_missing,batch_missing_clock_simplex,false,372680,587294.4996856273,589001.8800541078,0.002898768962033893,0.0010661812903657525,0.048219292304078704
otf_02,1259,1318,1319,1328,1329,1338,validation,batch_missing,clock_weight_abs_shrink,false,372680,587457.9620761377,589001.8800541078,0.002621244566873515,0.0009103786752345983,0.0448879929930249
otf_02,1259,1318,1319,1328,1329,1338,validation,batch_missing,group_select_clock_weight_abs_shrink,true,372680,587455.1421577475,589001.8800541078,0.0026260321889263194,0.0012311402276289937,0.046647894417997125
otf_02,1259,1318,1319,1328,1329,1338,validation,batch_missing,selection_chosen_gate,false,372680,587455.1421577475,589001.8800541078,0.0026260321889263194,0.0012311402276289937,0.046647894417997125
