fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,clock,strategy,kind,group_columns,selected_strategy,selected_by_selection,selection_base_r2,selection_strategy_r2,selection_strategy_delta_r2,selection_selected_delta_r2,selection_min_delta,fallback_blend_weight,fallback_alpha,parameter_rows,group_gate_parameter_rows,group_gate_active_groups,group_gate_selection_rows,group_gate_selection_active_rows,group_gate_mean_delta_r2
otf_01,1249,1308,1309,1318,1319,1328,batch_missing,clock_weight_abs_shrink,shrink,"clock_bucket,weight_bucket,ensemble_abs_bucket",group_select_clock_weight_abs_shrink,false,-0.00012651665676433055,0.00032967827989782705,0.0004561949366621576,0.00046069455076469534,0.0,,1.0,32,,,,,
otf_01,1249,1308,1309,1318,1319,1328,batch_missing,group_select_clock_weight_abs_shrink,group_selection,"clock_bucket,weight_bucket,ensemble_abs_bucket",group_select_clock_weight_abs_shrink,true,-0.00012651665676433055,0.0003341778940003648,0.00046069455076469534,0.00046069455076469534,0.0,,,32,32,5,377520,20296,0.0012091966631352132
otf_02,1259,1318,1319,1328,1329,1338,batch_missing,clock_weight_abs_shrink,shrink,"clock_bucket,weight_bucket,ensemble_abs_bucket",group_select_clock_weight_abs_shrink,false,0.003707194460631724,0.0034798604560145607,-0.00022733400461716347,1.0997338572016346e-6,0.0,,1.0,32,,,,,
otf_02,1259,1318,1319,1328,1329,1338,batch_missing,group_select_clock_weight_abs_shrink,group_selection,"clock_bucket,weight_bucket,ensemble_abs_bucket",group_select_clock_weight_abs_shrink,true,0.003707194460631724,0.003708294194488926,1.0997338572016346e-6,1.0997338572016346e-6,0.0,,,30,30,1,374616,2210,-0.0016360516854590675
