strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows,selected_folds
group_select_clock_weight_delta_blend,5,0.0039047426350791612,0.002393697272452017,0.0013505901229768913,0.006771962952138,0.004112901031295579,1859528,2
base_ensemble,5,0.003883664476951676,0.002405060690428214,0.0012859119161483523,0.006762439545165866,0.004091773001127286,1859528,2
clock_weight_delta_blend,5,0.003821217927481113,0.0023996888993915817,0.0011756623103478248,0.0067843707936395825,0.004014672302194211,1859528,1
batch_missing_clock_simplex,5,0.003801273893552093,0.0023833575447119158,0.0011850102919483962,0.006801368249978013,0.003985540033605739,1859528,0
