fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,phase,clock,strategy,selected_by_selection,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,base_ensemble,false,188760,188176.10910729552,188471.87292639655,0.0015692729875748102,0.006969006678614481,0.04467783700247047
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,batch_missing_clock_simplex,false,188760,188159.9240273858,188471.87292639655,0.001655148294369524,0.006977025760440887,0.04443133616935078
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,global_blend,true,188760,188159.9240273858,188471.87292639655,0.001655148294369524,0.006977025760440887,0.04443133616935078
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,clock_blend,false,188760,188159.9240273858,188471.87292639655,0.001655148294369524,0.006977025760440887,0.04443133616935078
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,clock_weight_blend,false,188760,188164.66922820738,188471.87292639655,0.0016299710583824734,0.006970451215624849,0.04449747446624882
otf_01,1649,1688,1689,1693,1694,1698,selection,batch_missing,clock_weight_shrink,false,188760,188170.6349486933,188471.87292639655,0.001598317950715633,0.006767153583395942,0.043594607728526316
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,base_ensemble,false,187792,221522.8945349951,222119.7656202297,0.002687158810779189,-0.00013138928831651952,0.047450443278904283
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,batch_missing_clock_simplex,false,187792,221523.46259901565,222119.7656202297,0.002684601343554416,-0.00012448768956878757,0.04726597995655321
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,global_blend,true,187792,221523.46259901565,222119.7656202297,0.002684601343554416,-0.00012448768956878757,0.04726597995655321
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,clock_blend,false,187792,221523.46259901565,222119.7656202297,0.002684601343554416,-0.00012448768956878757,0.04726597995655321
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,clock_weight_blend,false,187792,221528.83753228254,222119.7656202297,0.0026604029870871404,-0.00012477960305644554,0.04730977810490019
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,clock_weight_shrink,false,187792,221530.7574312631,222119.7656202297,0.002651759456534175,-0.0001021069480958908,0.04647525770789521
otf_01,1649,1688,1689,1693,1694,1698,validation,batch_missing,selection_chosen_gate,false,187792,221523.46259901565,222119.7656202297,0.002684601343554416,-0.00012448768956878757,0.04726597995655321
