candidate_id,source,candidate,family,rows,weight_sum,numerator,denominator,mean_fold_r2,min_fold_r2,std_fold_r2,global_r2
tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,tail,gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,residual_tail,11151360,21105826.5,16170817.557454977,16427583.5,0.015416459997629306,0.012909969694714585,0.003295373342870848,0.015630171202296594
nonlinear/fixed_blend_5_w0p5_fixed_blend,nonlinear,fixed_blend_5_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171001.66717175,16427583.5,0.015386503334356849,0.012831522318604183,0.0034941620396456,0.015618963849932666
tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p99_residual_tail,tail,gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171462.175831802,16427583.5,0.015372058306413106,0.012912331898926044,0.0033267504437360573,0.015590931202279279
nonlinear/fixed_blend_5_w0p75_fixed_blend,nonlinear,fixed_blend_5_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16171588.053264415,16427583.5,0.015357464798817522,0.012890489078113632,0.0034447628397482333,0.01558326863689874
tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,11151360,21105826.5,16172375.878300166,16427583.5,0.01531953212588164,0.012927335822554564,0.003298792232380216,0.015535311185594258
