fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,source,candidate_id,source_family,selected_candidate_id,selection_score,history_folds,uses_current_fold_for_selection
rw_01,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,2263184,3378130.25,2577969.7542222086,2620656.75,0.016288663434381956,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail/strong_base,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,,0,false
rw_02,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,2233176,4180669.75,4656481.732786517,4717466.0,0.012927335822554564,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail/strong_base,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,,0,false
rw_03,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,2229304,4319461.5,1802461.915517534,1827235.0,0.013557689340706669,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail/strong_base,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,0.014127763533428817,2,false
rw_04,gateway_risk_conservative_rls_abs_pred_s100_prediction,strong_base,2247696,4716233.5,3069550.4762163465,3110372.5,0.013124480679935768,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,tail/strong_base,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction,0.014014111721251776,3,false
rw_05,gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,residual_tail,2178000,4511331.5,4065388.006581176,4151853.25,0.020825698359840605,tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,tail/residual_tail,tail/gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p95_residual_tail,0.013872958728968432,4,false
