strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows,selected_folds
batch_missing_clock_simplex,3,0.00394931879772172,0.0009628490422773101,0.0028406961438545153,0.004576397814694655,0.004101795289538912,2221560,0
clock_weight_delta_blend,3,0.003949642398883106,0.0009200374947089951,0.002893606405535043,0.004577959833419132,0.004098050615381155,2221560,1
group_select_clock_weight_delta_blend,3,0.003926261645793165,0.0008875477354721278,0.002920521376544638,0.004599736193756088,0.004075269736493414,2221560,2
base_ensemble,3,0.00345707634153658,0.0006910584093381243,0.002660789858018875,0.003900025857880518,0.003556681066539835,2221560,0
