clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
batch_missing,base_ensemble,q00_q50,1595264,2515029.5334849358,1416521.5444010114,1422015.5552814202,0.003863537821371832
batch_missing,base_ensemble,q50_q90,555632,1672577.5891475677,890433.8227010389,892434.0113139977,0.002241273402403987
batch_missing,base_ensemble,q90_q99,78408,371365.4160346985,144267.905672739,144765.75277846237,0.0034389839873608663
batch_missing,base_ensemble,q99_q100,6776,43867.64152145386,27339.792892790512,27572.061080672625,0.00842404153982268
batch_missing,batch_missing_clock_simplex,q00_q50,1595264,2515029.5334849358,1417055.6434575932,1422015.5552814202,0.003487944843785784
batch_missing,batch_missing_clock_simplex,q50_q90,555632,1672577.5891475677,890250.3695348635,892434.0113139977,0.0024468383672637817
batch_missing,batch_missing_clock_simplex,q90_q99,78408,371365.4160346985,144149.81883069445,144765.75277846237,0.004254693779063179
batch_missing,batch_missing_clock_simplex,q99_q100,6776,43867.64152145386,27302.80946436301,27572.061080672625,0.009765378638971423
batch_missing,clock_weight_delta_blend,q00_q50,1595264,2515029.5334849358,1416314.5435816073,1422015.5552814202,0.004009106425481246
batch_missing,clock_weight_delta_blend,q50_q90,555632,1672577.5891475677,890231.385610733,892434.0113139977,0.002468110443282656
batch_missing,clock_weight_delta_blend,q90_q99,78408,371365.4160346985,144161.2535687209,144765.75277846237,0.004175705912064398
batch_missing,clock_weight_delta_blend,q99_q100,6776,43867.64152145386,27302.80946436301,27572.061080672625,0.009765378638971423
batch_missing,group_select_clock_weight_delta_blend,q00_q50,1595264,2515029.5334849358,1415977.6374340446,1422015.5552814202,0.004246027988196399
batch_missing,group_select_clock_weight_delta_blend,q50_q90,555632,1672577.5891475677,890371.6245873974,892434.0113139977,0.002310968318613993
batch_missing,group_select_clock_weight_delta_blend,q90_q99,78408,371365.4160346985,144173.76778250543,144765.75277846237,0.004089261338369621
batch_missing,group_select_clock_weight_delta_blend,q99_q100,6776,43867.64152145386,27338.57466256695,27572.061080672625,0.008468225042100541
batch_missing,selection_chosen_gate,q00_q50,1595264,2515029.5334849358,1415960.981348697,1422015.5552814202,0.004257741000255777
batch_missing,selection_chosen_gate,q50_q90,555632,1672577.5891475677,890351.0750993233,892434.0113139977,0.002333994657607863
batch_missing,selection_chosen_gate,q90_q99,78408,371365.4160346985,144173.27804376726,144765.75277846237,0.004092644312096216
batch_missing,selection_chosen_gate,q99_q100,6776,43867.64152145386,27338.57466256695,27572.061080672625,0.008468225042100541
