folds,mean_r2,std_r2,min_r2,max_r2,global_r2,train_sample_rows,validation_rows
2,0.0022579927362063046,0.0015548850528238395,0.0011585229713889644,0.0033574625010236447,0.0023576374823798263,445734,1492656
