clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
batch_missing,base_ensemble,q00_q50,454960,856837.8835158348,555533.1283234311,572366.0554349861,0.02940937351493067
batch_missing,base_ensemble,q50_q90,214896,837010.5631694794,422658.98011359613,430703.26283036603,0.01867708794195544
batch_missing,base_ensemble,q90_q99,37752,224151.8270187378,112600.02908939458,114424.28244799454,0.015942886593403593
batch_missing,base_ensemble,q99_q100,4840,38891.6983833313,18975.816985389498,19513.270071186013,0.027542953274148352
batch_missing,batch_missing_clock_simplex,q00_q50,454960,856837.8835158348,555804.5112373896,572366.0554349861,0.02893523129181741
batch_missing,batch_missing_clock_simplex,q50_q90,214896,837010.5631694794,422751.13274070085,430703.26283036603,0.018463129434886927
batch_missing,batch_missing_clock_simplex,q90_q99,37752,224151.8270187378,112623.50557759397,114424.28244799454,0.0157377160850366
batch_missing,batch_missing_clock_simplex,q99_q100,4840,38891.6983833313,18988.71092820838,19513.270071186013,0.026882175107708628
batch_missing,clock_weight_delta_blend,q00_q50,454960,856837.8835158348,555758.3382609528,572366.0554349861,0.029015901653028253
batch_missing,clock_weight_delta_blend,q50_q90,214896,837010.5631694794,422546.89330883144,430703.26283036603,0.018937329306341955
batch_missing,clock_weight_delta_blend,q90_q99,37752,224151.8270187378,112619.96884093425,114424.28244799454,0.015768625054566998
batch_missing,clock_weight_delta_blend,q99_q100,4840,38891.6983833313,18988.71092820838,19513.270071186013,0.026882175107708628
batch_missing,group_select_clock_weight_delta_blend,q00_q50,454960,856837.8835158348,555540.6453236488,572366.0554349861,0.02939624031084509
batch_missing,group_select_clock_weight_delta_blend,q50_q90,214896,837010.5631694794,422636.898067042,430703.26283036603,0.018728357687183395
batch_missing,group_select_clock_weight_delta_blend,q90_q99,37752,224151.8270187378,112608.76668205915,114424.28244799454,0.015866525243542928
batch_missing,group_select_clock_weight_delta_blend,q99_q100,4840,38891.6983833313,18975.816985389498,19513.270071186013,0.027542953274148352
batch_missing,selection_chosen_gate,q00_q50,454960,856837.8835158348,555540.6453236488,572366.0554349861,0.02939624031084509
batch_missing,selection_chosen_gate,q50_q90,214896,837010.5631694794,422636.898067042,430703.26283036603,0.018728357687183395
batch_missing,selection_chosen_gate,q90_q99,37752,224151.8270187378,112608.76668205915,114424.28244799454,0.015866525243542928
batch_missing,selection_chosen_gate,q99_q100,4840,38891.6983833313,18975.816985389498,19513.270071186013,0.027542953274148352
