fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
rw_01,alpha_ridge_rank,alpha_rank_latent,126,232.51965284347534,175.06865849052505,174.8658393283039,-0.0011598558243290924
rw_01,alpha_pls_rank,alpha_rank_latent,126,232.51965284347534,191.31749384981254,174.8658393283039,-0.0940815803973083
rw_01,alpha_rank_linear_stack,alpha_stack,126,232.51965284347534,175.13742352153832,174.8658393283039,-0.0015531003326758608
rw_01,alpha_stack_plus_residual_rules,residual_correction,126,232.51965284347534,176.43821205060382,174.8658393283039,-0.008991880451549195
rw_01,risk_shrink_s0,risk_shrinkage,126,232.51965284347534,176.43821205060382,174.8658393283039,-0.008991880451549195
rw_01,final_regime_scaled_s0,regime_scaled_final,126,232.51965284347534,176.4404375295137,174.8658393283039,-0.009004607230652661
rw_01,risk_shrink_s0p05,risk_shrinkage,126,232.51965284347534,176.34132934912571,174.8658393283039,-0.008437840269371444
rw_01,final_regime_scaled_s0p05,regime_scaled_final,126,232.51965284347534,176.3433604215739,174.8658393283039,-0.008449455302107278
rw_02,alpha_ridge_rank,alpha_rank_latent,126,235.57034975290298,185.45178579023096,185.34467640026148,-0.0005778929940138955
rw_02,alpha_pls_rank,alpha_rank_latent,126,235.57034975290298,186.70033024337624,185.34467640026148,-0.0073142313523328895
rw_02,alpha_rank_linear_stack,alpha_stack,126,235.57034975290298,185.27078572345033,185.34467640026148,0.00039866630240614764
rw_02,alpha_stack_plus_residual_rules,residual_correction,126,235.57034975290298,185.34963366373015,185.34467640026148,-0.000026746187508308594
rw_02,risk_shrink_s0,risk_shrinkage,126,235.57034975290298,185.34963366373015,185.34467640026148,-0.000026746187508308594
rw_02,final_regime_scaled_s0,regime_scaled_final,126,235.57034975290298,185.34963719769902,185.34467640026148,-0.00002676525451872358
rw_02,risk_shrink_s0p05,risk_shrinkage,126,235.57034975290298,185.3482920541467,185.34467640026148,-0.000019507729897894066
rw_02,final_regime_scaled_s0p05,regime_scaled_final,126,235.57034975290298,185.34829472515906,185.34467640026148,-0.000019522140953132094
