fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,phase,clock,strategy,selected_by_selection,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,base_ensemble,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,batch_missing_clock_simplex,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,global_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_abs_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_disagreement_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_delta_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_shrink,false,366872,395866.61898401816,397479.23262560944,0.004057101627521265,-0.0072554215184157875,0.07886176320588505
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_abs_shrink,false,366872,395924.64446304727,397479.23262560944,0.00391111795273702,-0.007366551590761403,0.07863172310729785
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,clock_weight_disagreement_shrink,false,366872,395911.7677894995,397479.23262560944,0.003943513792546649,-0.007914025460733392,0.07763698447073279
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_abs_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_disagreement_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_delta_blend,false,366872,395840.47735378594,397479.23262560944,0.0041228701710991356,-0.007027479751392343,0.07908121819724832
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_shrink,true,366872,395832.39039994276,397479.23262560944,0.0041432157720247,-0.0070466654725850645,0.07905251521470874
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_abs_shrink,false,366872,395839.8541259701,397479.23262560944,0.004124438121735796,-0.007011524900008604,0.07902312785259508
otf_01,1609,1668,1669,1678,1679,1688,selection,batch_missing,group_select_clock_weight_disagreement_shrink,false,366872,395833.8153423596,397479.23262560944,0.0041396308239320945,-0.007181729149506538,0.07895393275701526
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,base_ensemble,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,batch_missing_clock_simplex,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,global_blend,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,clock_blend,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,clock_weight_blend,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
otf_01,1609,1668,1669,1678,1679,1688,validation,batch_missing,clock_weight_abs_blend,false,375584,387836.4230238876,390285.5554654131,0.006275232088989058,-0.003956462731111971,0.058361691881813255
