fold,train_start,train_end,valid_start,valid_end,clock,strategy,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
rw_03,1399,1518,1519,1578,batch_missing,clock_weight_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,batch_missing,clock_predabs_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,batch_missing,clock_simplex,2230272,2890233.754314017,2903734.5511061894,0.004649459705960091,0.0007300985161301409,0.035949005669574395
rw_04,1459,1578,1579,1638,none,base_ensemble,2220592,4365711.4023091635,4382271.741304411,0.003778939320252639,0.0021727928054260165,0.03540971836323205
rw_04,1459,1578,1579,1638,none,global_shrink,2220592,4365711.4023091635,4382271.741304411,0.003778939320252639,0.0021727928054260165,0.03540971836323205
rw_04,1459,1578,1579,1638,row_activity,clock_shrink,2220592,4365696.815149972,4382271.741304411,0.003782267995435795,0.002116423754908217,0.03499284169136685
rw_04,1459,1578,1579,1638,row_activity,clock_weight_shrink,2220592,4366468.549051264,4382271.741304411,0.003606164379126864,0.001944383861496251,0.033560822863963884
rw_04,1459,1578,1579,1638,row_activity,clock_predabs_shrink,2220592,4365920.199049386,4382271.741304411,0.003731293543690062,0.0020669635151133567,0.03467345918254534
rw_04,1459,1578,1579,1638,row_activity,clock_simplex,2220592,4365810.679572348,4382271.741304411,0.0037562850283591187,0.0020045766093375918,0.0358990680672055
rw_04,1459,1578,1579,1638,batch_missing,clock_shrink,2220592,4365711.4023091635,4382271.741304411,0.003778939320252639,0.0021727928054260165,0.03540971836323205
rw_04,1459,1578,1579,1638,batch_missing,clock_weight_shrink,2220592,4366630.232665579,4382271.741304411,0.0035692694479453335,0.0019995049761921254,0.033432712248701354
rw_04,1459,1578,1579,1638,batch_missing,clock_predabs_shrink,2220592,4367637.458510957,4382271.741304411,0.0033394284191737844,0.0013533114900464126,0.03193294211781221
rw_04,1459,1578,1579,1638,batch_missing,clock_simplex,2220592,4365999.404833112,4382271.741304411,0.003713219405799606,0.0022565480117826783,0.03551118422604832
rw_05,1519,1638,1639,1698,none,base_ensemble,2236080,2476906.5423929933,2486787.380454553,0.003973334487387237,-0.004214228071221429,0.030744764713393925
rw_05,1519,1638,1639,1698,none,global_shrink,2236080,2476906.5423929933,2486787.380454553,0.003973334487387237,-0.004214228071221429,0.030744764713393925
rw_05,1519,1638,1639,1698,row_activity,clock_shrink,2236080,2477102.714223216,2486787.380454553,0.0038944488408843014,-0.004173107113919581,0.029779926998540967
rw_05,1519,1638,1639,1698,row_activity,clock_weight_shrink,2236080,2477721.849778319,2486787.380454553,0.0036454788002732164,-0.0040234012449195874,0.029282937851863595
rw_05,1519,1638,1639,1698,row_activity,clock_predabs_shrink,2236080,2477186.5963302804,2486787.380454553,0.003860717727511398,-0.004130305013031569,0.0298338157413964
rw_05,1519,1638,1639,1698,row_activity,clock_simplex,2236080,2476451.9330784203,2486787.380454553,0.004156144372199355,-0.003944265111984271,0.03706578639462791
rw_05,1519,1638,1639,1698,batch_missing,clock_shrink,2236080,2476906.5423929933,2486787.380454553,0.003973334487387237,-0.004214228071221429,0.030744764713393925
rw_05,1519,1638,1639,1698,batch_missing,clock_weight_shrink,2236080,2476957.2172193215,2486787.380454553,0.003952956860121426,-0.00424355195929759,0.030707424106915005
rw_05,1519,1638,1639,1698,batch_missing,clock_predabs_shrink,2236080,2476927.654318629,2486787.380454553,0.0039648448489881805,-0.004238683442895922,0.03067817134834742
rw_05,1519,1638,1639,1698,batch_missing,clock_simplex,2236080,2479329.335254205,2486787.380454553,0.00299906829951202,-0.004114066665560182,0.029980212629116303
