fold,train_start,train_end,valid_start,valid_end,clock,strategy,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
rw_01,1279,1398,1399,1458,none,base_ensemble,2158640,4170742.675571597,4203447.772509598,0.0077805408103061025,-0.0011647662146973988,0.05576089532213357
rw_01,1279,1398,1399,1458,none,global_shrink,2158640,4170742.675571597,4203447.772509598,0.0077805408103061025,-0.0011647662146973988,0.05576089532213357
rw_01,1279,1398,1399,1458,row_activity,clock_shrink,2158640,4170746.6975925844,4203447.772509598,0.00777958397172851,-0.001164623952439734,0.05571516104847665
rw_01,1279,1398,1399,1458,row_activity,clock_weight_shrink,2158640,4170873.7540458497,4203447.772509598,0.0077493572483001705,-0.0011417919693668477,0.055160593506416083
rw_01,1279,1398,1399,1458,row_activity,clock_predabs_shrink,2158640,4170710.3474787096,4203447.772509598,0.007788231661872924,-0.0011607265543014443,0.05561250600384036
rw_01,1279,1398,1399,1458,row_activity,clock_simplex,2158640,4172492.0474524256,4203447.772509598,0.007364365333529799,-0.0012740840326436523,0.058113626178007124
rw_01,1279,1398,1399,1458,batch_missing,clock_shrink,2158640,4170742.675571597,4203447.772509598,0.0077805408103061025,-0.0011647662146973988,0.05576089532213357
rw_01,1279,1398,1399,1458,batch_missing,clock_weight_shrink,2158640,4170742.675571597,4203447.772509598,0.0077805408103061025,-0.0011647662146973988,0.05576089532213357
rw_01,1279,1398,1399,1458,batch_missing,clock_predabs_shrink,2158640,4170742.675571597,4203447.772509598,0.0077805408103061025,-0.0011647662146973988,0.05576089532213357
rw_01,1279,1398,1399,1458,batch_missing,clock_simplex,2158640,4170321.369920722,4203447.772509598,0.007880769402089705,-0.0008990914579261631,0.05463644754908557
rw_02,1339,1458,1459,1518,none,base_ensemble,2182840,3366771.0873016096,3418646.9465360064,0.015174383329334629,-0.0005305817909880414,0.05499514718489001
rw_02,1339,1458,1459,1518,none,global_shrink,2182840,3366771.0873016096,3418646.9465360064,0.015174383329334629,-0.0005305817909880414,0.05499514718489001
rw_02,1339,1458,1459,1518,row_activity,clock_shrink,2182840,3366771.0873016096,3418646.9465360064,0.015174383329334629,-0.0005305817909880414,0.05499514718489001
rw_02,1339,1458,1459,1518,row_activity,clock_weight_shrink,2182840,3367089.94640183,3418646.9465360064,0.015081112773700611,-0.0005370440236548918,0.05469314562436386
rw_02,1339,1458,1459,1518,row_activity,clock_predabs_shrink,2182840,3366781.7044334426,3418646.9465360064,0.015171277676133577,-0.0005315834332139321,0.054974611281423114
rw_02,1339,1458,1459,1518,row_activity,clock_simplex,2182840,3365863.681799431,3418646.9465360064,0.015439811586879126,-0.0007257909568897626,0.054563929491502544
rw_02,1339,1458,1459,1518,batch_missing,clock_shrink,2182840,3368700.6123763723,3418646.9465360064,0.014609971412884004,-0.0008511491185056327,0.05194251519738712
rw_02,1339,1458,1459,1518,batch_missing,clock_weight_shrink,2182840,3369531.786801674,3418646.9465360064,0.01436684176589198,-0.0008046149275544663,0.05255152188379921
rw_02,1339,1458,1459,1518,batch_missing,clock_predabs_shrink,2182840,3370572.811032656,3418646.9465360064,0.014062328241312594,-0.0010736709631381065,0.05003549219273253
rw_02,1339,1458,1459,1518,batch_missing,clock_simplex,2182840,3367436.0903861267,3418646.9465360064,0.014979861024189689,-0.0004936114060124393,0.05428449075676866
rw_03,1399,1518,1519,1578,none,base_ensemble,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,none,global_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,row_activity,clock_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,row_activity,clock_weight_shrink,2230272,2889755.4469815935,2903734.5511061894,0.004814181144509377,0.0011488851138885645,0.036320711660337075
rw_03,1399,1518,1519,1578,row_activity,clock_predabs_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
rw_03,1399,1518,1519,1578,row_activity,clock_simplex,2230272,2889460.2866961793,2903734.5511061894,0.004915829652738846,0.0029106112807300404,0.04382193790382309
rw_03,1399,1518,1519,1578,batch_missing,clock_shrink,2230272,2889737.9479567995,2903734.5511061894,0.004820207530353504,0.0011611209772742661,0.03636829868031695
