baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_03,abs_z,-0.00218326880220092,0.0020924724141028195,0.0021428672955646766,0.00005039488146185711
ridge_rank_alpha10000,feature_38,signed_tail05,-0.011182765015416839,0.0020924724141028195,0.002142233244358027,0.00004976083025520772
ridge_rank_alpha10000,feature_17,abs_z,0.0033237714134989036,0.0020924724141028195,0.0021418498292228305,0.00004937741512001104
ridge_rank_alpha10000,feature_70,abs_z,-0.004282428783307494,0.0020924724141028195,0.0021414019842292964,0.00004892957012647692
ridge_rank_alpha10000,feature_36,square_z,0.0028013624743191343,0.0020924724141028195,0.0021404001436332587,0.00004792772953043922
ridge_rank_alpha10000,feature_55,z,0.0027863534207288425,0.0020924724141028195,0.0021401337122584074,0.00004766129815558795
ridge_rank_alpha10000,feature_41,square_z,0.001675082305672738,0.0020924724141028195,0.002138897580559851,0.00004642516645703143
ridge_rank_alpha10000,feature_52,square_z,0.002821886712771604,0.0020924724141028195,0.002137986132100256,0.00004551371799743631
ridge_rank_alpha10000,feature_51,signed_tail05,0.020872971870501206,0.0020924724141028195,0.002136129714953028,0.00004365730085020836
ridge_rank_alpha10000,feature_03,square_z,-0.001125765757815982,0.0020924724141028195,0.002133585476148503,0.000041113062045683435
ridge_rank_alpha10000,feature_41,signed_tail05,0.020769522851298863,0.0020924724141028195,0.0021335102375023007,0.000041037823399481255
ridge_rank_alpha10000,feature_50,z,0.002888693036996811,0.0020924724141028195,0.0021320888522383674,0.00003961643813554794
ridge_rank_alpha10000,feature_50,signed_tail05,0.02192084313509586,0.0020924724141028195,0.0021319372312509355,0.000039464817148116005
ridge_rank_alpha10000,feature_38,top05_indicator,-0.018000135907767327,0.0020924724141028195,0.002131604394727815,0.00003913198062499568
ridge_rank_alpha10000,feature_12,z,-0.005221592361543373,0.0020924724141028195,0.0021292034433744167,0.000036731029271597215
ridge_rank_alpha10000,feature_55,rank,0.00811600397713353,0.0020924724141028195,0.002129155798896165,0.00003668338479334565
