feature,transform,alpha,train_r2,valid_r2,train_corr,valid_corr,train_tail_low_mean,train_tail_high_mean,train_tail_spread,valid_tail_low_mean,valid_tail_high_mean,valid_tail_spread,train_binned_mi,valid_binned_mi
feature_04,z,-0.0245732801423944,0.0008103372401787601,0.0012275946745993194,-0.02846322007451945,-0.035038632754207225,0.07636721459096628,-0.011219918805166583,-0.08758713339613286,0.07463668885468862,-0.028820582684898205,-0.10345727153958682,0.004018536261867718,0.0077994653356683605
feature_04,rank,-0.08693471821334883,0.0008408091013581975,0.001177199758310321,-0.028993928470849556,-0.03428080362595835,0.07636721459096628,-0.011219918805166583,-0.08758713339613286,0.0749932703748236,-0.028820582684898205,-0.10381385305972181,0.004018536261867718,0.00780157369788517
feature_04,sign,-0.019207893319870325,0.0004924418618532656,0.0009149286302865267,-0.022628990269011585,-0.03111323674021856,0.015176589801212245,-0.02423692161904492,-0.03941351142025717,0.023195500526471107,-0.027207173865403517,-0.050402674391874625,0.0006185408376895398,0.0010740673518694884
feature_47,abs_z,0.006665177086607945,0.00005493237726172939,0.0008530297402585818,0.011246212135792525,0.03456993143435008,0.005364920527081654,0.03525447584547716,0.029889555318395506,-0.007240291112979941,0.06210743914170948,0.06934773025468942,0.02786777358650818,0.02886407127871589
feature_17,square_z,0.001261194885898668,0.00010127517840619049,0.000635421105604328,0.010409891591772092,0.043002617182199006,0.007470275482215453,-0.006904699623013311,-0.014374975105228765,-0.01224763578848841,0.02988534044847249,0.0421329762369609,0.003832844132735444,0.004104644565133656
feature_36,z,-0.01918524443458323,0.0004547101411210841,0.0006269049330500653,-0.021325307017431794,-0.025548058719983315,0.044719292534153146,-0.015454633090545164,-0.06017392562469831,0.07110828905258962,-0.008524710490837839,-0.07963299954342745,0.0056254202204405294,0.00572951595377624
feature_04,positive_indicator,-0.02423692161904492,0.00034886050554361336,0.0005646341234002428,-0.022628990269011585,-0.03111323674021856,0.015176589801212245,-0.02423692161904492,-0.03941351142025717,0.023195500526471107,-0.027207173865403517,-0.050402674391874625,0.0006185408376895398,0.0010740673518694884
feature_36,rank,-0.06822859735637714,0.0004931392924846234,0.0005314001860666773,-0.0222078816520791,-0.023087808629617575,0.044719292534153146,-0.015454633090545164,-0.06017392562469831,0.07110828905258962,-0.008524710490837839,-0.07963299954342745,0.0056254202204405294,0.00572951595377624
feature_04,signed_tail05,-0.04368939623897176,0.00025852270270054767,0.00042574188297572757,-0.016075931668328897,-0.02067050007791846,0.07636721459096628,-0.011219918805166583,-0.08758713339613286,0.061801584341407347,-0.03222150493941814,-0.09402308928082548,0.0012431378813404959,0.00122694582438484
feature_15,square_z,0.0018688642257477267,0.0001561992513993138,0.00042190290938148856,0.012944945940563305,0.028128062584480553,0.06449858261446687,0.004958950612278665,-0.0595396320021882,0.03676987067067007,-0.0012486198258928063,-0.038018490496562876,0.005277275639702628,0.005807111239190492
feature_16,square_z,0.0006606077561757039,0.00003829096788554587,0.0003572773992572831,0.00645423391081495,0.04523203741000602,-0.006579367601305048,-0.021521089162379593,-0.014941721561074544,-0.018468759042167403,0.025191275662051586,0.04366003470421899,0.003046363262759955,0.00298529494951746
feature_36,sign,-0.016611594368000512,0.0003683139176537953,0.000354845191106512,-0.01919454577455797,-0.018928851973555785,0.014236100873391442,-0.018992245479398026,-0.03322834635278947,0.012882031732869057,-0.017780676606618893,-0.03066270833948795,0.00031792394694070837,0.0004162264914510708
feature_60,top05_indicator,0.07983883162343078,0.0004006298360635929,0.00035109091084528643,0.021110516274698177,0.019782193554748848,-0.0064219914294088125,0.07983883162343078,0.0862608230528396,-0.005661399589460605,-0.0023285846740428912,0.0033328149154177133,0.0,0.0
feature_04,bottom05_indicator,0.07636721459096628,0.0003936764251247782,0.00034769494571729176,0.02099225403440285,0.020571053960726407,-0.006553725483560059,0.07636721459096628,0.08292094007452634,-0.006657072991820522,0.061801584341407347,0.06845865733322787,0.0,0.0
feature_45,z,-0.02057602465975188,0.0005398292398529625,0.0002963032667310239,-0.023294890281049137,-0.017748064238901504,0.05174850851149489,-0.029073133605963995,-0.08082164211745888,0.037108162501827,-0.02529910883669062,-0.06240727133851762,0.007335213174630463,0.007630078329441043
feature_36,bottom05_indicator,0.044719292534153125,0.00011722586689855152,0.00029207474327408445,0.01165738622404243,0.021063175361732776,-0.004522640802515561,0.044719292534153146,0.04924193333666871,-0.00526654104923656,-0.0023285846740428912,0.0029379563751936685,0.0,0.0
feature_66,top05_indicator,-0.037216388003766206,0.0000926772903078188,0.00028727107027881615,-0.009251325618810266,-0.01939883191367844,-0.0005204382433035576,-0.037216388003766206,-0.03669594976046265,0.001097791847266862,-0.0023285846740428912,-0.0034263765213097533,0.0,0.0
feature_45,rank,-0.0693935401912444,0.0005248143582944342,0.0002703544516606815,-0.022982114453543704,-0.017423844225579407,0.05174850851149489,-0.029073133605963995,-0.08082164211745888,0.037108162501827,-0.02470240365167085,-0.06181056615349785,0.007335213174630463,0.007629369670287048
feature_48,rank,-0.029800963571917565,0.00009830535940080765,0.000258078568356912,-0.009912789009411255,-0.01689318417476371,0.010217054411145413,0.020318698244141762,0.01010164383299635,0.03211530455396837,0.040401476923168735,0.008286172369200366,0.014850600779812042,0.014044165388419887
feature_36,positive_indicator,-0.018992245479398026,0.00024046225729079662,0.00023797021418825448,-0.01919454577455797,-0.018928851973555785,0.014236100873391442,-0.018992245479398026,-0.03322834635278947,0.012882031732869057,-0.017780676606618893,-0.03066270833948795,0.00031792394694070837,0.0004162264914510708
feature_19,z,-0.011546749018653433,0.00017456749220468026,0.0002332264199664813,-0.013213863936612521,-0.015588881686382264,0.0014103181041429695,-0.04356231728595272,-0.044972635390095696,0.009910717212931915,-0.05860109781838347,-0.06851181503131538,0.003588713186071173,0.004746820057109705
feature_36,signed_tail05,-0.030123541730894494,0.0001061185578613566,0.0002312631434798762,-0.010303444904044117,-0.01720844256394314,0.044719292534153146,-0.015454633090545164,-0.06017392562469831,-0.001745551149379547,-0.00526654104923656,-0.0035209898998570127,0.0020907001373567996,0.0024032271382417167
feature_60,signed_tail05,0.03329382422412312,0.00013965932204107467,0.00022948199252303958,0.0118158792746773,0.015473614499899063,0.013038078870824674,0.07983883162343078,0.06680075275260611,-0.005661399589460605,-0.0017916978597723669,0.0038697017296882375,0.008780472744986785,0.009793271405394067
feature_48,sign,-0.00857613125956792,0.00009816989656297181,0.00022879645299500595,-0.010253035106724626,-0.016110052470419734,0.0056227961507976185,-0.012226214376465601,-0.017849010527263218,0.010666063625156517,-0.015429900844446228,-0.026095964469602745,0.00021894000930395413,0.0002492786320402035
feature_66,z,-0.01297306045711334,0.000224847886975299,0.0002271074169628573,-0.015030580678486796,-0.015530068419069456,0.024444123812951676,-0.037216388003766206,-0.06166051181671788,-0.006855538388475841,-0.07371016425183376,-0.06685462586335791,0.0036117314746597776,0.004859371901331545
feature_19,top05_indicator,-0.04356231728595272,0.0001259207832287057,0.00022434016888972508,-0.010887627933809504,-0.015312807020122747,-0.00020456197581643804,-0.04356231728595272,-0.04335775531013628,0.00033753416604067043,-0.0023285846740428912,-0.0026661188400835616,0.0,0.0
feature_66,rank,-0.04149157174537852,0.00019204895662849886,0.00022176300955423223,-0.013901485468065558,-0.015293585391600084,0.024444123812951676,-0.037216388003766206,-0.06166051181671788,-0.006855538388475841,-0.07371016425183376,-0.06685462586335791,0.0036117314746597776,0.004858497191713347
feature_60,z,0.007812566334364397,0.00007638456204606126,0.00021140390979967894,0.008740396701170798,0.016583888334713984,0.013038078870824674,0.07983883162343078,0.06680075275260611,-0.00725354269282215,0.06882010529955217,0.07607364799237432,0.026640958661248246,0.026205041102065146
feature_56,sign,-0.014145096486366285,0.00026705906432966664,0.00021126357310186084,-0.016491823657079678,-0.014954691932733933,0.011245467218659998,-0.017337006499679956,-0.028582473718339954,0.009155920275316696,-0.015102622861553014,-0.02425854313686971,0.0007782771712911338,0.0007528401671236763
