clock,strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows
batch_missing,clock_simplex_tail_q90_q100,5,0.008865908294896729,0.006460987167852457,0.004536403701327352,0.019762287997375116,0.009010271128322644,11028424
batch_missing,clock_simplex_tail_q99_q100,5,0.00881582499099225,0.006435554524932085,0.00445846035092734,0.019686016478826285,0.008960479901965024,11028424
row_activity,clock_simplex_tail_q99_q100,5,0.00880729128151716,0.006467777349359451,0.004373187692753078,0.01972319685675794,0.008956756416269807,11028424
none,global_shrink,5,0.008799596463057769,0.006441718363935805,0.004403762496212216,0.01967818818153133,0.008946910297165322,11028424
none,base_ensemble,5,0.008799596463057769,0.006441718363935805,0.004403762496212216,0.01967818818153133,0.008946910297165322,11028424
row_activity,clock_simplex_tail_q90_q100,5,0.008782697983842857,0.006495296328607478,0.004285945361540033,0.019792114611410838,0.008934323284280676,11028424
row_activity,clock_predabs_shrink,5,0.008739576034068431,0.006437491087755828,0.004323158490388002,0.019587625119989016,0.00888669086791416,11028424
row_activity,clock_shrink,5,0.008739329822450648,0.006411958380671082,0.00433981481614476,0.01954310257927916,0.008885582953440219,11028424
row_activity,clock_simplex,5,0.008726038627521127,0.006313175997398826,0.00435158704433225,0.01946565286967128,0.00886673847894226,11028424
row_activity,clock_weight_shrink,5,0.008598264358111929,0.0064284614662217495,0.0039899777124909885,0.019388494233331777,0.008759642575168147,11028424
batch_missing,clock_simplex,5,0.008556318153074139,0.006351440209792217,0.0037508173020122104,0.019106100908356738,0.008753883698854548,11028424
batch_missing,clock_shrink,5,0.00855505166397883,0.005932417589505041,0.004403762496212216,0.018463117301131482,0.008706832817192534,11028424
batch_missing,clock_weight_shrink,5,0.008516480003563465,0.00600585701240401,0.0043667528080300055,0.01853476777230112,0.008659014360182682,11028424
batch_missing,clock_predabs_shrink,5,0.008376424123464999,0.005656523450346687,0.0043604179901853835,0.017735594532691024,0.008529656365562133,11028424
