fold,train_start,train_end,valid_start,valid_end,clock,strategy,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
rw_01,1479,1598,1599,1618,none,base_ensemble,742456,1710440.0343346363,1715907.938301224,0.0031865951806254733,-0.004865569370673251,0.039877424433599234
rw_01,1479,1598,1599,1618,none,global_shrink,742456,1710440.0343346363,1715907.938301224,0.0031865951806254733,-0.004865569370673251,0.039877424433599234
rw_01,1479,1598,1599,1618,clock_time,clock_shrink,742456,1710994.8268299655,1715907.938301224,0.0028632721847086096,-0.005687677663253468,0.03144723394050939
rw_01,1479,1598,1599,1618,clock_time,clock_weight_shrink,742456,1711430.027578386,1715907.938301224,0.00260964508811079,-0.0054094011553935725,0.030350115408885135
rw_01,1479,1598,1599,1618,clock_time,clock_predabs_shrink,742456,1711244.3823063518,1715907.938301224,0.0027178357828970823,-0.005608220516533842,0.0321160796590306
rw_01,1479,1598,1599,1618,clock_time,clock_simplex,742456,1709929.8948489637,1715907.938301224,0.003483895213037269,-0.005916781389755228,0.040104035458095225
rw_01,1479,1598,1599,1618,row_activity,clock_shrink,742456,1710519.5014929967,1715907.938301224,0.003140283163187596,-0.004615931760837314,0.037682434816436974
rw_01,1479,1598,1599,1618,row_activity,clock_weight_shrink,742456,1710896.9921944179,1715907.938301224,0.002920288434452467,-0.0038361818603921856,0.03687515515339235
rw_01,1479,1598,1599,1618,row_activity,clock_predabs_shrink,742456,1710600.070477692,1715907.938301224,0.0030933290213617237,-0.004461748374978266,0.03797457908478507
rw_01,1479,1598,1599,1618,row_activity,clock_simplex,742456,1710196.8455051437,1715907.938301224,0.003328321216191976,-0.005323729712417967,0.0399112246912912
rw_01,1479,1598,1599,1618,symbol_activity_ewm,clock_shrink,742456,1710493.488866822,1715907.938301224,0.003155442849551937,-0.004621499853089667,0.037351226697214
rw_01,1479,1598,1599,1618,symbol_activity_ewm,clock_weight_shrink,742456,1710906.8073870183,1715907.938301224,0.0029145683183661175,-0.0038568206199673834,0.03457160930249163
rw_01,1479,1598,1599,1618,symbol_activity_ewm,clock_predabs_shrink,742456,1710578.0641988963,1715907.938301224,0.0031061538811950618,-0.004492012526898239,0.03796685429157723
