fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,source,candidate_id,source_family,selected_candidate_id,selection_score,history_folds,uses_current_fold_for_selection
rw_01,fixed_blend_1_w0p5_fixed_blend,fixed_blend,2158640,6095643.0,4144719.916521524,4203448.0,0.01397140715871259,prior,prior/fixed_blend_1_w0p5_fixed_blend,prior/fixed_blend,prior/fixed_blend_1_w0p5_fixed_blend,,0,false
rw_02,fixed_blend_1_w0p5_fixed_blend,fixed_blend,2182840,6223295.5,3326412.1981174476,3418647.0,0.02697991394915955,prior,prior/fixed_blend_1_w0p5_fixed_blend,prior/fixed_blend,prior/fixed_blend_1_w0p5_fixed_blend,,0,false
rw_03,fixed_blend_1_w0p75_fixed_blend,fixed_blend,2230272,4993164.5,2877499.150756256,2903734.5,0.00903503720596488,nonlinear,nonlinear/fixed_blend_1_w0p75_fixed_blend,nonlinear/fixed_blend,nonlinear/fixed_blend_1_w0p75_fixed_blend,0.019985275737650965,2,false
rw_04,fixed_blend_1_w0p75_fixed_blend,fixed_blend,2220592,6119998.5,4333441.436432592,4382271.5,0.011142637686279433,nonlinear,nonlinear/fixed_blend_1_w0p75_fixed_blend,nonlinear/fixed_blend,nonlinear/fixed_blend_1_w0p75_fixed_blend,0.016964460569811934,3,false
rw_05,fixed_blend_1_w0p75_fixed_blend,fixed_blend,2236080,4602840.0,2467481.408863034,2486787.5,0.0077634663745760335,nonlinear,nonlinear/fixed_blend_1_w0p75_fixed_blend,nonlinear/fixed_blend,nonlinear/fixed_blend_1_w0p75_fixed_blend,0.015253121982787943,4,false
