strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows
batch_missing_clock_simplex,1,0.001655148294369524,,0.001655148294369524,0.001655148294369524,0.001655148294369524,188760
batch_missing_tail_frozen_q90_q99_q99_q100,1,0.0015963570904559132,,0.0015963570904559132,0.0015963570904559132,0.0015963570904559132,188760
base_ensemble,1,0.0015692729875748102,,0.0015692729875748102,0.0015692729875748102,0.0015692729875748102,188760
