fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,clock,clock_bucket_count,tail_buckets,selection_base_r2,selection_tail_r2,selection_delta_r2,selection_min_delta,selection_passed,simplex_parameter_rows,simplex_fallback_weights,validation_rows,validation_tail_rows,validation_non_tail_rows,validation_tail_batches
otf_01,1649,1688,1689,1693,1694,1698,batch_missing,5,"q90_q99,q99_q100",0.001569272987574588,0.0015963570904556912,0.000027084102881103078,0.0,true,2,"{""ridge_calibrated_prediction"": 1.0, ""xgboost_prediction"": 0.0}",187792,20328,167464,4840
