clock_bucket,_simplex_rows,_simplex_weight_ridge_calibrated_prediction,_simplex_weight_xgboost_prediction,fold,clock
4,4680,0.9039326388389715,0.09606736116102858,otf_01,batch_missing
0,184080,1.0,0.0,otf_01,batch_missing
