fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
rw_01,alpha_ridge_rank,alpha_rank_latent,126,232.51965284347534,175.06865849052505,174.8658393283039,-0.0011598558243290924
rw_01,alpha_pls_rank,alpha_rank_latent,126,232.51965284347534,191.31749384981254,174.8658393283039,-0.0940815803973083
rw_01,alpha_rank_linear_stack,alpha_stack,126,232.51965284347534,175.13742352153832,174.8658393283039,-0.0015531003326758608
rw_01,alpha_ridge_rank__plus_residual_rules,residual_correction,126,232.51965284347534,176.34732432001744,174.8658393283039,-0.0084721235285532
rw_01,alpha_ridge_rank__risk_shrink_s0,risk_shrinkage,126,232.51965284347534,176.34732432001744,174.8658393283039,-0.0084721235285532
rw_01,alpha_ridge_rank__final_regime_scaled_s0,regime_scaled_final,126,232.51965284347534,176.35009085771912,174.8658393283039,-0.00848794444424672
rw_01,alpha_ridge_rank__risk_shrink_s0p05,risk_shrinkage,126,232.51965284347534,176.2568753573944,174.8658393283039,-0.007954875774672354
rw_01,alpha_ridge_rank__final_regime_scaled_s0p05,regime_scaled_final,126,232.51965284347534,176.25940392169468,174.8658393283039,-0.007969335799054678
rw_01,alpha_rank_linear_stack__plus_residual_rules,residual_correction,126,232.51965284347534,176.43821205060382,174.8658393283039,-0.008991880451549195
rw_01,alpha_rank_linear_stack__risk_shrink_s0,risk_shrinkage,126,232.51965284347534,176.43821205060382,174.8658393283039,-0.008991880451549195
rw_01,alpha_rank_linear_stack__final_regime_scaled_s0,regime_scaled_final,126,232.51965284347534,176.4404375295137,174.8658393283039,-0.009004607230652661
rw_01,alpha_rank_linear_stack__risk_shrink_s0p05,risk_shrinkage,126,232.51965284347534,176.34132934912571,174.8658393283039,-0.008437840269371444
rw_01,alpha_rank_linear_stack__final_regime_scaled_s0p05,regime_scaled_final,126,232.51965284347534,176.3433604215739,174.8658393283039,-0.008449455302107278
rw_02,alpha_ridge_rank,alpha_rank_latent,126,235.57034975290298,185.45178579023096,185.34467640026148,-0.0005778929940138955
rw_02,alpha_pls_rank,alpha_rank_latent,126,235.57034975290298,186.70033024337624,185.34467640026148,-0.0073142313523328895
rw_02,alpha_rank_linear_stack,alpha_stack,126,235.57034975290298,185.27078572345033,185.34467640026148,0.00039866630240614764
rw_02,alpha_ridge_rank__plus_residual_rules,residual_correction,126,235.57034975290298,185.49627463634144,185.34467640026148,-0.0008179260339400418
rw_02,alpha_ridge_rank__risk_shrink_s0,risk_shrinkage,126,235.57034975290298,185.49627463634144,185.34467640026148,-0.0008179260339400418
rw_02,alpha_ridge_rank__final_regime_scaled_s0,regime_scaled_final,126,235.57034975290298,185.49638554050185,185.34467640026148,-0.0008185244010610049
rw_02,alpha_ridge_rank__risk_shrink_s0p05,risk_shrinkage,126,235.57034975290298,185.49155951893545,185.34467640026148,-0.0007924863099750823
rw_02,alpha_ridge_rank__final_regime_scaled_s0p05,regime_scaled_final,126,235.57034975290298,185.49166126251424,185.34467640026148,-0.0007930352525225004
rw_02,alpha_rank_linear_stack__plus_residual_rules,residual_correction,126,235.57034975290298,185.34963366373015,185.34467640026148,-0.000026746187508308594
rw_02,alpha_rank_linear_stack__risk_shrink_s0,risk_shrinkage,126,235.57034975290298,185.34963366373015,185.34467640026148,-0.000026746187508308594
rw_02,alpha_rank_linear_stack__final_regime_scaled_s0,regime_scaled_final,126,235.57034975290298,185.34963719769902,185.34467640026148,-0.00002676525451872358
rw_02,alpha_rank_linear_stack__risk_shrink_s0p05,risk_shrinkage,126,235.57034975290298,185.3482920541467,185.34467640026148,-0.000019507729897894066
rw_02,alpha_rank_linear_stack__final_regime_scaled_s0p05,regime_scaled_final,126,235.57034975290298,185.34829472515906,185.34467640026148,-0.000019522140953132094
