clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
batch_missing,base_ensemble,q00_q50,851840,1090382.518059969,842508.2835465525,845139.5470176123,0.003113407105779342
batch_missing,base_ensemble,q50_q90,797632,1960489.000448227,1320927.9589220588,1324412.8033683836,0.002631237358519778
batch_missing,base_ensemble,q90_q99,211024,883286.2498111725,501899.71913128754,503035.1471505376,0.0022571544467254734
batch_missing,base_ensemble,q99_q100,12584,81721.65818786621,52492.523764919504,52652.92952256957,0.0030464735600571613
batch_missing,batch_missing_clock_simplex,q00_q50,851840,1090382.518059969,842519.4533989477,845139.5470176123,0.003100190528192104
batch_missing,batch_missing_clock_simplex,q50_q90,797632,1960489.000448227,1320699.8055390068,1324412.8033683836,0.002803504934362988
batch_missing,batch_missing_clock_simplex,q90_q99,211024,883286.2498111725,502078.0655087896,503035.1471505376,0.0019026138574399498
batch_missing,batch_missing_clock_simplex,q99_q100,12584,81721.65818786621,52405.39675523121,52652.92952256957,0.004701215479990584
batch_missing,clock_weight_delta_blend,q00_q50,851840,1090382.518059969,842471.0006733533,845139.5470176123,0.0031575215639546572
batch_missing,clock_weight_delta_blend,q50_q90,797632,1960489.000448227,1320974.88628327,1324412.8033683836,0.002595804779574662
batch_missing,clock_weight_delta_blend,q90_q99,211024,883286.2498111725,502026.35712407914,503035.1471505376,0.0020054066443920826
batch_missing,clock_weight_delta_blend,q99_q100,12584,81721.65818786621,52407.1799336887,52652.92952256957,0.004667348827675943
batch_missing,group_select_clock_weight_delta_blend,q00_q50,851840,1090382.518059969,842431.5797246753,845139.5470176123,0.0032041658711783327
batch_missing,group_select_clock_weight_delta_blend,q50_q90,797632,1960489.000448227,1320942.5249918203,1324412.8033683836,0.0026202392243092065
batch_missing,group_select_clock_weight_delta_blend,q90_q99,211024,883286.2498111725,501933.00020798086,503035.1471505376,0.0021909939072843887
batch_missing,group_select_clock_weight_delta_blend,q99_q100,12584,81721.65818786621,52492.523764919504,52652.92952256957,0.0030464735600571613
batch_missing,selection_chosen_gate,q00_q50,851840,1090382.518059969,842461.5312123906,845139.5470176123,0.0031687261762534114
batch_missing,selection_chosen_gate,q50_q90,797632,1960489.000448227,1320725.8913202393,1324412.8033683836,0.0027838088236290526
batch_missing,selection_chosen_gate,q90_q99,211024,883286.2498111725,502024.6735715104,503035.1471505376,0.0020087534335344603
batch_missing,selection_chosen_gate,q99_q100,12584,81721.65818786621,52458.25042275774,52652.92952256957,0.0036974030044877315
