fold,train_start,train_end,selection_start,selection_end,valid_start,valid_end,phase,clock,strategy,selected_by_selection,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
otf_01,1219,1278,1279,1288,1289,1298,selection,batch_missing,base_ensemble,false,374616,384052.312566768,385131.99515025347,0.0028034092131561383,0.0008668685749755532,0.027658658377709554
otf_01,1219,1278,1279,1288,1289,1298,selection,batch_missing,batch_missing_clock_simplex,false,374616,384073.63347181614,385131.99515025347,0.002748049218877391,0.0008615455031748806,0.027621771700798877
otf_01,1219,1278,1279,1288,1289,1298,selection,batch_missing,clock_weight_delta_blend,false,374616,384072.880227537,385131.99515025347,0.002750005026986302,0.0008503368595232879,0.027655418967529984
otf_01,1219,1278,1279,1288,1289,1298,selection,batch_missing,group_select_clock_weight_delta_blend,true,374616,384051.879033207,385131.99515025347,0.0028045348884219168,0.0008812774858036373,0.027630093474838614
otf_01,1219,1278,1279,1288,1289,1298,validation,batch_missing,base_ensemble,false,372680,564682.0944123644,566340.6964691589,0.0029286294753935183,-0.0017793789798494827,0.02833027239968929
otf_01,1219,1278,1279,1288,1289,1298,validation,batch_missing,batch_missing_clock_simplex,false,372680,564688.8651141736,566340.6964691589,0.0029166743009703122,-0.001781443887151029,0.028302506589189466
otf_01,1219,1278,1279,1288,1289,1298,validation,batch_missing,clock_weight_delta_blend,false,372680,564690.4213820356,566340.6964691589,0.0029139263651930536,-0.0017862424634103146,0.02831897949458645
otf_01,1219,1278,1279,1288,1289,1298,validation,batch_missing,group_select_clock_weight_delta_blend,true,372680,564680.6344663359,566340.6964691589,0.00293120733362906,-0.0017507352707016996,0.028287349589095425
otf_01,1219,1278,1279,1288,1289,1298,validation,batch_missing,selection_chosen_gate,false,372680,564680.6344663359,566340.6964691589,0.00293120733362906,-0.0017507352707016996,0.028287349589095425
otf_02,1229,1288,1289,1298,1299,1308,selection,batch_missing,base_ensemble,false,372680,563774.4156275471,566340.6964691589,0.004531337510461864,-0.0003399131094227914,0.03749981357731103
otf_02,1229,1288,1289,1298,1299,1308,selection,batch_missing,batch_missing_clock_simplex,false,372680,563987.0293079852,566340.6964691589,0.004155920942724989,-0.000517405396556215,0.037546787012739925
otf_02,1229,1288,1289,1298,1299,1308,selection,batch_missing,clock_weight_delta_blend,false,372680,563825.0122450297,566340.6964691589,0.004441997970149769,-0.00040881111992398104,0.0372276595889216
otf_02,1229,1288,1289,1298,1299,1308,selection,batch_missing,group_select_clock_weight_delta_blend,true,372680,563714.3749180185,566340.6964691589,0.004637352688080076,-0.00032213866350426425,0.037853512235772276
otf_02,1229,1288,1289,1298,1299,1308,validation,batch_missing,base_ensemble,false,375584,574877.1559808184,578129.9909102032,0.005626476710304362,0.004523818106718504,0.0409800342460885
otf_02,1229,1288,1289,1298,1299,1308,validation,batch_missing,batch_missing_clock_simplex,false,375584,575039.5540759424,578129.9909102032,0.005345574322126567,0.004429304224588254,0.04100606837468864
otf_02,1229,1288,1289,1298,1299,1308,validation,batch_missing,clock_weight_delta_blend,false,375584,574978.1199989326,578129.9909102032,0.005451837754184563,0.004454254307922747,0.040704482265112585
otf_02,1229,1288,1289,1298,1299,1308,validation,batch_missing,group_select_clock_weight_delta_blend,true,375584,574830.6056789054,578129.9909102032,0.005706995456338904,0.004586377711811166,0.04153417422877649
otf_02,1229,1288,1289,1298,1299,1308,validation,batch_missing,selection_chosen_gate,false,375584,574830.6056789054,578129.9909102032,0.005706995456338904,0.004586377711811166,0.04153417422877649
otf_03,1239,1298,1299,1308,1309,1318,selection,batch_missing,base_ensemble,false,375584,574471.5376950686,578129.9909102032,0.0063280806611930585,0.015486689221490917,0.049630166940397055
otf_03,1239,1298,1299,1308,1309,1318,selection,batch_missing,batch_missing_clock_simplex,false,375584,574432.6583951788,578129.9909102032,0.006395330761518325,0.01606471229345767,0.051059960165108415
otf_03,1239,1298,1299,1308,1309,1318,selection,batch_missing,clock_weight_delta_blend,true,375584,574185.1214574111,578129.9909102032,0.006823499065636285,0.015721041712109456,0.04985054916238505
otf_03,1239,1298,1299,1308,1309,1318,selection,batch_missing,group_select_clock_weight_delta_blend,false,375584,574352.127512126,578129.9909102032,0.006534626221568862,0.015672653604608636,0.050226524265419716
otf_03,1239,1298,1299,1308,1309,1318,validation,batch_missing,base_ensemble,false,377520,480008.5283214669,479565.6783208101,-0.0009234397303148345,0.0314118640591521,0.04808043520305103
otf_03,1239,1298,1299,1308,1309,1318,validation,batch_missing,batch_missing_clock_simplex,false,377520,479833.55883887014,479565.6783208101,-0.0005585898452908911,0.0330625961034427,0.04955476027717504
otf_03,1239,1298,1299,1308,1309,1318,validation,batch_missing,clock_weight_delta_blend,true,377520,479965.3670082906,479565.6783208101,-0.00083343889179055,0.03186190556375649,0.048222022854030135
otf_03,1239,1298,1299,1308,1309,1318,validation,batch_missing,group_select_clock_weight_delta_blend,false,377520,480099.5428011988,479565.6783208101,-0.0011132249544170136,0.031820463457869486,0.048462855130265534
otf_03,1239,1298,1299,1308,1309,1318,validation,batch_missing,selection_chosen_gate,false,377520,479965.3670082906,479565.6783208101,-0.00083343889179055,0.03186190556375649,0.048222022854030135
otf_04,1249,1308,1309,1318,1319,1328,selection,batch_missing,base_ensemble,false,377520,479626.3513671302,479565.6783208101,-0.00012651665676433055,0.02833360729860499,0.059774622982100234
otf_04,1249,1308,1309,1318,1319,1328,selection,batch_missing,batch_missing_clock_simplex,false,377520,479647.169644771,479565.6783208101,-0.00016992734810861165,0.02792381792457432,0.05918606610363594
otf_04,1249,1308,1309,1318,1319,1328,selection,batch_missing,clock_weight_delta_blend,false,377520,479638.2424896688,479565.6783208101,-0.00015131226469922154,0.028009034932424258,0.05932444318368309
otf_04,1249,1308,1309,1318,1319,1328,selection,batch_missing,group_select_clock_weight_delta_blend,true,377520,479598.26539528003,479565.6783208101,-0.00006795122324865233,0.028001665723346853,0.05920732034644577
otf_04,1249,1308,1309,1318,1319,1328,validation,batch_missing,base_ensemble,false,374616,510811.3180959258,512202.1813048233,0.0027154574104981677,0.02907196390643179,0.05796525256923107
otf_04,1249,1308,1309,1318,1319,1328,validation,batch_missing,batch_missing_clock_simplex,false,374616,510846.24348736193,512202.1813048233,0.00264727068129067,0.02864759754730076,0.05731562773183664
otf_04,1249,1308,1309,1318,1319,1328,validation,batch_missing,clock_weight_delta_blend,false,374616,510841.3995373419,512202.1813048233,0.0026567277867010075,0.02875155455461625,0.057528648145689434
otf_04,1249,1308,1309,1318,1319,1328,validation,batch_missing,group_select_clock_weight_delta_blend,true,374616,510789.6232855756,512202.1813048233,0.0027578133612184974,0.02874239740574964,0.05737392594400223
otf_04,1249,1308,1309,1318,1319,1328,validation,batch_missing,selection_chosen_gate,false,374616,510789.6232855756,512202.1813048233,0.0027578133612184974,0.02874239740574964,0.05737392594400223
