strategy,folds,mean_r2,std_r2,min_r2,max_r2,global_r2,validation_rows,selected_folds
clock_weight_delta_blend,5,0.0035750753000684645,0.002552484587128555,-0.00015131226469922154,0.006823499065636285,0.003768443729488591,1875016,2
group_select_clock_weight_delta_blend,5,0.0035630385200711824,0.0024424349426966255,-0.00006795122324865233,0.006534626221568862,0.003749031827881777,1875016,3
base_ensemble,5,0.0034487010377356906,0.0023837119530091206,-0.00012651665676433055,0.0063280806611930585,0.0036260345436388564,1875016,0
batch_missing_clock_simplex,5,0.0034387201416894884,0.0024055428375035133,-0.00016992734810861165,0.006395330761518325,0.003612946166156039,1875016,0
