folds,mean_r2,std_r2,min_r2,max_r2,global_r2,train_sample_rows,validation_rows
2,0.004297876973872572,0.0022073412685035196,0.0027370509945208177,0.005858702953224326,0.0044393343504283145,890212,1492656
