fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,target_name
rw_04,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,8883,23945.237128138542,9368.153106177251,18207.43647644698,0.48547654589948275,abs_responder6
rw_04,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,8883,23945.237128138542,116500.23952332829,137383.91114861853,0.15200958722669355,sq_responder6
rw_04,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,8883,23945.237128138542,9432.993674338815,18299.797810928638,0.4845301695789539,abs_error
rw_04,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,8883,23945.237128138542,117955.8752875714,138863.84356163893,0.15056452232497008,sq_error
rw_04,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,8883,23945.237128138542,2510.789068489088,3127.4544157981873,0.19717804492818292,high_error
rw_04,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,8883,23945.237128138542,9368.153106177251,18207.43647644698,0.48547654589948275,abs_responder6
rw_04,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,8883,23945.237128138542,116500.23952332829,137383.91114861853,0.15200958722669355,sq_responder6
rw_04,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,8883,23945.237128138542,9415.779515112019,18338.273025698785,0.4865503691696057,abs_error
rw_04,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,8883,23945.237128138542,117439.98436040973,138355.67508041777,0.15117334874663446,sq_error
rw_04,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,8883,23945.237128138542,2524.975675840292,3142.6677755117416,0.19655023813990868,high_error
rw_05,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,8945,18560.201105713844,5058.9184814995215,10029.742149099922,0.49560832110190256,abs_responder6
rw_05,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,8945,18560.201105713844,48719.314439208814,56464.53185003321,0.13716960288266056,sq_responder6
rw_05,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,8945,18560.201105713844,5083.895519403106,10052.444091755175,0.4942627411802448,abs_error
rw_05,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,8945,18560.201105713844,49428.18395911194,57255.70721204879,0.13671166830491321,sq_error
rw_05,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,8945,18560.201105713844,1284.475947030971,1498.40661329031,0.14277210495592685,high_error
rw_05,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,8945,18560.201105713844,5058.9184814995215,10029.742149099922,0.49560832110190256,abs_responder6
rw_05,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,8945,18560.201105713844,48719.314439208814,56464.53185003321,0.13716960288266056,sq_responder6
rw_05,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,8945,18560.201105713844,5139.431078432657,10150.562546132664,0.4936801723968721,abs_error
rw_05,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,8945,18560.201105713844,50405.85494562493,58376.62729101944,0.13654047373546563,sq_error
rw_05,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,8945,18560.201105713844,1268.7644044956112,1478.351439356804,0.1417707787752952,high_error
